Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_DS
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:23:18.671817
  - finished on: 2025-09-16 21:51:28.041441

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.7
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
37487.063,task_3,CC,8,8,,,,3.844433069229126,0.0002377411292400211,0.0009139798591662127,0.0009850390752156575,0.0008084381288952297,0.0,0.0008084381288952297,0.003663981490665012,0.00293169101079305,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055685.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37517.063,task_3,CC,8,8,,,,3.703597068786621,0.0002378232020419091,0.0008808013139718629,0.0009870205322901407,0.000810419585969713,0.0,0.000810419585969713,0.0036714050504896376,0.002939114570617676,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055715.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37547.063,task_3,CC,8,8,,,,3.6366546154022217,0.00023773875727783889,0.0008645737489144413,0.000989001989364624,0.0008124010430441963,0.0,0.0008124010430441963,0.003678543037838406,0.002946252557966444,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055745.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37577.063,task_3,CC,8,8,,,,3.7623982429504395,0.00023776639136485755,0.0008945718531038066,0.0009909835126664904,0.0008143825663460626,0.0,0.0008143825663460626,0.003685984876420763,0.002953694396548801,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055775.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37607.063,task_3,CC,8,8,,,,3.694230079650879,0.0002378413628321141,0.0008786407167595545,0.0009929649697409735,0.0008163640234205458,0.0,0.0008163640234205458,0.0036933215459187827,0.0029610310660468206,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055805.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37637.063,task_3,CC,8,8,,,,3.69276762008667,0.00023806706303730607,0.000879126341793296,0.000994946426815457,0.000818345480495029,0.0,0.000818345480495029,0.0037005763583713106,0.002968285878499349,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055835.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37667.063,task_3,CC,8,8,,,,3.6889147758483887,0.00023768901883158833,0.0008768145336247521,0.0009969279501173232,0.0008203270037968953,0.0,0.0008203270037968953,0.0037078505092196993,0.0029755600293477377,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055865.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37697.063,task_3,CC,8,8,,,,3.72109055519104,0.0002377616474404931,0.0008847326206774808,0.0009989094071918064,0.0008223084608713786,0.0,0.0008223084608713786,0.0037151908874511717,0.00298290040757921,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055895.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37727.063,task_3,CC,8,8,,,,3.894874095916748,0.00023780111223459244,0.0009262053920227054,0.0010008909304936727,0.0008242899841732449,0.0,0.0008242899841732449,0.003722723854912652,0.00299043337504069,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055925.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37757.063,task_3,CC,8,8,,,,3.8754541873931885,0.00023798026086296886,0.000922281598478316,0.0010028723875681559,0.0008262714412477281,0.0,0.0008262714412477281,0.003730463186899821,0.0029981727070278593,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055955.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37787.063,task_3,CC,8,8,,,,3.915679454803467,0.00023681695165578276,0.0009272992721477344,0.0010048538446426392,0.0008282528983222113,0.0,0.0008282528983222113,0.003738164636823866,0.003005874156951904,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758055985.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37817.063,task_3,CC,8,8,,,,4.039088249206543,0.00023807496472727507,0.000961605792460199,0.0010068353017171224,0.0008302343553966946,0.0,0.0008302343553966946,0.0037459691365559896,0.0030136786566840276,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056015.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37847.063,task_3,CC,8,8,,,,3.836498737335205,0.00023840642825234681,0.0009146459609627247,0.0010088167587916056,0.0008322158124711779,0.0,0.0008322158124711779,0.003753687275780572,0.00302139679590861,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056045.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37877.063,task_3,CC,8,8,,,,3.7956628799438477,0.00023797947505954653,0.0009032898596720434,0.0010107982820934719,0.0008341973357730442,0.0,0.0008341973357730442,0.0037612287203470864,0.0030289382404751247,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056075.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37907.063,task_3,CC,8,8,,,,3.774477243423462,0.00023778690956532955,0.0008975212789383291,0.0010127797391679553,0.0008361787928475274,0.0,0.0008361787928475274,0.0037687095006306965,0.003036419020758735,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056105.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37937.063,task_3,CC,8,8,,,,3.773716688156128,0.000237708751228638,0.0008970454814322647,0.0010147611962424384,0.0008381602499220106,0.0,0.0008381602499220106,0.003776173061794705,0.003043882581922743,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056135.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37967.063,task_3,CC,8,8,,,,3.812481164932251,0.0002376740303589031,0.0009061277641368541,0.0010167427195443047,0.0008401417732238769,0.0,0.0008401417732238769,0.0037837566269768607,0.003051466147104899,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056165.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37997.063,task_3,CC,8,8,,,,3.8842008113861084,0.00023777110618539155,0.0009235507235694704,0.001018724242846171,0.0008421232965257433,0.0,0.0008421232965257433,0.0037914151615566676,0.003059124681684706,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056195.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38027.063,task_3,CC,8,8,,,,3.8528389930725098,0.00023775058798491955,0.0009160147360142146,0.0010207057661480374,0.0008441048198276096,0.0,0.0008441048198276096,0.0037990230984157984,0.0030667326185438368,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056225.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38057.063,task_3,CC,8,8,,,,3.801189661026001,0.00023777742171660066,0.0009038370770545617,0.0010226873556772869,0.000846086409356859,0.0,0.000846086409356859,0.0038066066635979545,0.003074316183725993,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056255.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38087.063,task_3,CC,8,8,,,,3.865381956100464,0.00023778768081683666,0.0009191402108123768,0.0010246688789791532,0.0008480679326587253,0.0,0.0008480679326587253,0.003814182811313205,0.0030818923314412435,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056285.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38117.063,task_3,CC,8,8,,,,3.955718517303467,0.00023776559100952,0.0009405337511339609,0.0010266504022810195,0.0008500494559605916,0.0,0.0008500494559605916,0.0038219584359063044,0.0030896679560343423,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056315.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38147.063,task_3,CC,8,8,,,,3.8507027626037598,0.0002377490309299901,0.0009155008502084797,0.0010286319255828858,0.000852030979262458,0.0,0.000852030979262458,0.00382977565129598,0.003097485171424018,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056345.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38177.063,task_3,CC,8,8,,,,3.8996829986572266,0.00023781372874509543,0.00092739815483453,0.001030613448884752,0.0008540125025643243,0.0,0.0008540125025643243,0.0038375192218356663,0.0031052287419637043,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056375.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38207.063,task_3,CC,8,8,,,,3.9393718242645264,0.00023779241018928587,0.0009367527207236256,0.0010325950384140014,0.0008559940920935737,0.0,0.0008559940920935737,0.003845265176561144,0.0031129746966891817,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056405.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38237.063,task_3,CC,8,8,,,,3.925218343734741,0.00023777110618539155,0.0009333035076089999,0.0010345765617158678,0.00085797561539544,0.0,0.00085797561539544,0.0038530455695258248,0.0031207550896538627,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056435.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38267.063,task_3,CC,8,8,,,,3.915332317352295,0.00023782083007972687,0.0009311475817507034,0.0010365581512451173,0.0008599572049246894,0.0,0.0008599572049246894,0.0038608127170138887,0.003128522237141927,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056465.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38297.063,task_3,CC,8,8,,,,3.9153780937194824,0.00023775531735736877,0.0009309019612463651,0.0010385396745469836,0.0008619387282265557,0.0,0.0008619387282265557,0.0038685825135972764,0.003136292033725315,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056495.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38327.063,task_3,CC,8,8,,,,3.8947479724884033,0.00023773479915689677,0.0009259171270062615,0.00104052119784885,0.000863920251528422,0.0,0.000863920251528422,0.0038764127095540363,0.0031441222296820746,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056525.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38357.063,task_3,CC,8,8,,,,3.931107997894287,0.00023779399634804577,0.0009347938808950476,0.0010425027873780992,0.0008659018410576714,0.0,0.0008659018410576714,0.0038842042287190754,0.0031519137488471138,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056555.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38387.063,task_3,CC,8,8,,,,3.8478376865386963,0.0002378334611421451,0.0009151445549026825,0.0010444843106799655,0.0008678833643595377,0.0,0.0008678833643595377,0.0038919072681003145,0.003159616788228353,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056585.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38417.063,task_3,CC,8,8,,,,3.8678572177886963,0.00023781057097949088,0.0009198173334294749,0.0010464658339818318,0.000869864887661404,0.0,0.000869864887661404,0.0038995491133795844,0.0031672586335076227,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056615.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38447.063,task_3,CC,8,8,,,,3.8856003284454346,0.0002378153003519401,0.0009240552091568481,0.0010484473572836982,0.0008718464109632704,0.0,0.0008718464109632704,0.00390723360909356,0.003174943129221598,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056645.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38477.063,task_3,CC,8,8,,,,3.933687448501587,0.00023778453760314733,0.0009353700510172543,0.0010504288805855645,0.0008738279342651367,0.0,0.0008738279342651367,0.003914954397413466,0.003182663917541504,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056675.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38507.063,task_3,CC,8,8,,,,3.938368558883667,0.00023782794596627355,0.0009366541048174554,0.001052410470114814,0.0008758095237943861,0.0,0.0008758095237943861,0.003922730286916097,0.0031904398070441353,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056705.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38537.063,task_3,CC,8,8,,,,3.857140064239502,0.00023788002727087587,0.0009175365836688806,0.0010543919934166803,0.0008777910470962524,0.0,0.0008777910470962524,0.003930412398444281,0.0031981219185723197,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056735.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38567.063,task_3,CC,8,8,,,,3.8535728454589844,0.00023776401940267533,0.0009162409687973327,0.0010563734504911635,0.0008797725041707357,0.0,0.0008797725041707357,0.003938092920515272,0.0032058024406433107,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056765.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38597.063,task_3,CC,8,8,,,,3.9111104011535645,0.00023762983619235456,0.0009293965239563357,0.0010583549737930298,0.000881754027472602,0.0,0.000881754027472602,0.0039458431137932674,0.0032135526339213054,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056795.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38627.063,task_3,CC,8,8,,,,3.9711201190948486,0.0002377127093495801,0.0009439857226626637,0.0010603364970948961,0.0008837355507744683,0.0,0.0008837355507744683,0.00395366112391154,0.003221370644039578,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056825.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38657.063,task_3,CC,8,8,,,,3.936767101287842,0.00023779321054462343,0.0009361364881816867,0.0010623180203967624,0.0008857170740763346,0.0,0.0008857170740763346,0.003961554368336995,0.0032292638884650338,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056855.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38687.063,task_3,CC,8,8,,,,4.016936779022217,0.00023776639136485755,0.0009550925622888867,0.001064299609926012,0.000887698663605584,0.0,0.000887698663605584,0.003969499005211724,0.0032372085253397622,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056885.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38717.063,task_3,CC,8,8,,,,4.011211395263672,0.00023795105516910553,0.0009544719840093308,0.001066281067000495,0.0008896801206800673,0.0,0.0008896801206800673,0.003977352778116862,0.0032450622982449,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056915.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38747.063,task_3,CC,8,8,,,,4.006464004516602,0.00023775848967488855,0.000952570830650673,0.0010682626565297444,0.0008916617102093167,0.0,0.0008916617102093167,0.003985253969828287,0.003252963489956326,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056945.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38777.063,task_3,CC,8,8,,,,3.912079095840454,0.00023802525538485497,0.0009311736258731766,0.0010702441136042277,0.0008936431672837999,0.0,0.0008936431672837999,0.003993101649814182,0.00326081116994222,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758056975.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38807.063,task_3,CC,8,8,,,,3.893440008163452,0.0002377703203819692,0.0009257444781290008,0.001072225636906094,0.0008956246905856663,0.0,0.0008956246905856663,0.0040009069442749024,0.0032686164644029404,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057005.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38837.063,task_3,CC,8,8,,,,3.934260129928589,0.00023758485622238368,0.0009347206273105403,0.0010742071602079604,0.0008976062138875326,0.0,0.0008976062138875326,0.004008652104271783,0.003276361624399821,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057035.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38867.063,task_3,CC,8,8,,,,3.936082363128662,0.00023789660190232098,0.0009363806189959661,0.0010761886172824435,0.0008995876709620157,0.0,0.0008995876709620157,0.004016449451446533,0.0032841589715745714,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057065.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38897.063,task_3,CC,8,8,,,,3.919917106628418,0.000237704036408104,0.0009317801186307512,0.0010781701405843099,0.0009015691942638821,0.0,0.0009015691942638821,0.004024235407511393,0.0032919449276394316,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057095.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38927.063,task_3,CC,8,8,,,,3.9150657653808594,0.00023744280042592436,0.0009296041791836962,0.0010801515976587932,0.0009035506513383653,0.0,0.0009035506513383653,0.0040320155355665415,0.00329972505569458,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057125.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38957.063,task_3,CC,8,8,,,,3.9213955402374268,0.000237845306401141,0.0009326855237878386,0.0010821330547332764,0.0009055321084128486,0.0,0.0009055321084128486,0.004039786391788059,0.003307495911916097,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057155.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38987.063,task_3,CC,8,8,,,,3.9087326526641846,0.00023782083007972687,0.0009295780440163291,0.0010841145780351427,0.0009075136317147149,0.0,0.0009075136317147149,0.0040475259886847605,0.0033152355088127985,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057185.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39017.063,task_3,CC,8,8,,,,3.875990390777588,0.00023787844111211598,0.0009220145519237138,0.0010860960351096259,0.0009094950887891982,0.0,0.0009094950887891982,0.0040551996231079105,0.0033229091432359485,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057215.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39047.063,task_3,CC,8,8,,,,3.8048720359802246,0.00023764326761011034,0.0009042022234686739,0.0010880775584114922,0.0009114766120910645,0.0,0.0009114766120910645,0.004062704510158962,0.003330414030287001,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057245.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39077.063,task_3,CC,8,8,,,,3.733917474746704,0.00023786425299476832,0.0008881654908747365,0.0010900590817133585,0.0009134581353929307,0.0,0.0009134581353929307,0.004070083300272624,0.003337792820400662,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057275.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39107.063,task_3,CC,8,8,,,,3.6891024112701416,0.00023781214258633554,0.0008773133486445692,0.0010920406050152248,0.000915439658694797,0.0,0.000915439658694797,0.0040774231486850315,0.00334513266881307,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057305.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137.063,task_3,CC,8,8,,,,3.6223812103271484,0.00023784844961483032,0.0008615777547902048,0.0010940221283170912,0.0009174211819966634,0.0,0.0009174211819966634,0.004084697564442952,0.003352407084570991,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057335.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39167.063,task_3,CC,8,8,,,,3.617600440979004,0.00023782794596627355,0.0008603664822047219,0.0010960036516189575,0.0009194027052985297,0.0,0.0009194027052985297,0.0040919295946756995,0.003359639114803738,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057365.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39197.063,task_3,CC,8,8,,,,3.7067618370056152,0.00023780977062415332,0.0008815041822166705,0.0010979851749208238,0.000921384228600396,0.0,0.000921384228600396,0.004099167452918159,0.003366876973046197,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057395.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39227.063,task_3,CC,8,8,,,,3.74257755279541,0.00023782083007972687,0.0008900629002435573,0.0010999666982226901,0.0009233657519022623,0.0,0.0009233657519022623,0.004106548362308078,0.0033742578824361167,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057425.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39257.063,task_3,CC,8,8,,,,3.8092310428619385,0.0002378602948738262,0.0009060648190976732,0.0011019481552971733,0.0009253472089767456,0.0,0.0009253472089767456,0.004114050335354275,0.0033817598554823133,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057455.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39287.063,task_3,CC,8,8,,,,3.788222312927246,0.00023782713105902076,0.0009009420444972549,0.0011039296785990396,0.0009273287322786119,0.0,0.0009273287322786119,0.004121618270874023,0.0033893277910020617,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057485.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39317.063,task_3,CC,8,8,,,,3.82019305229187,0.00023776639136485755,0.0009083135163605385,0.001105911201900906,0.0009293102555804783,0.0,0.0009293102555804783,0.004129159185621473,0.0033968687057495117,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057515.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39347.063,task_3,CC,8,8,,,,3.9955244064331055,0.00023784844961483032,0.0009503292854683293,0.0011078926589753893,0.0009312917126549615,0.0,0.0009312917126549615,0.004136885007222493,0.0034045945273505317,0.0,,0.001,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758057545.062995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
