Header line count: 79
Export version: 3.12
User:
 - name: Labor Labor
 - login: Labor
 - email: N/A

Project:
 - name: Practical Course EC2 SoSe25
 - tags: N/A
 - creator: Labor Labor

Test Plan:
 - name: CoinCell_Cycling_SoSe25
 - tags: N/A
 - creator: Labor Labor
 - tasks:
Step,Type,Control Parameters,Limits,Record Conditions
1,REST,,TIME > 6.0000h then NEXT_STEP,DELTA_TIME = 30.000s
2,LOOP,LOOP_ID: LOOP_1 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
3,CC,I: 237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 30.000s
4,CC,I: -237.50µA I_RANGE_MODE: FIX I_RANGE: 1.0000mA,TIME > 12.000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 30.000s
N/A,LOOP,END LOOP_ID : LOOP_1,
5,LOOP,LOOP_ID: LOOP_2 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
6,CC,I: 2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 10.000s
7,CC,I: -2375.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 2.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 10.000s
N/A,LOOP,END LOOP_ID : LOOP_2,
8,LOOP,LOOP_ID: LOOP_3 LOOP_MODE: COUNTER COUNTER: 1 ,COUNTER > 10 then NEXT_STEP,
9,CC,I: 4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U > 4.2000V then NEXT_STEP,DELTA_TIME = 5.0000s
10,CC,I: -4750.0µA I_RANGE_MODE: FIX I_RANGE: 10.000mA,TIME > 1.0000h then NEXT_STEP U < 2.4000V then NEXT_STEP,DELTA_TIME = 5.0000s
N/A,LOOP,END LOOP_ID : LOOP_3,
 - no user variable
 - safety limits (after a time of 10.000ms):
  - U > 4.7000V then SAFETY_STOP

DUT Type:
 - name: Default Device Under Test
 - electrolyte: N/A
 - electrode material: N/A
 - description: N/A
 - tags: N/A
 - nominal capacity: N/A
 - maximum voltage: N/A
 - nominal voltage: N/A
 - minimum voltage: N/A
 - nominal energy: N/A
 - maximum discharge current: N/A
 - maximum charge current: N/A
 - mass: N/A
 - volume: N/A
 - surface area: N/A
 - characteristic mass: N/A
 - mass of active material: N/A
 - x: N/A
 - Molecular weight of active material at x=0: N/A
 - Acquisition started at x0=: N/A
 - Intercalated ion molecular weight of active material at x=0: N/A
 - Number of electrons transferred per intercalated ions: N/A

Test Run:
  - name: EC2_Group3_FZ
  - tags: N/A
  - creator: Labor Labor
  - batch number: N/A
  - started on: 2025-09-16 10:22:58.181835
  - finished on: 2025-09-16 19:54:16.281334

Dut Run:
  - DUT Name: N/A
  - Comment: N/A

Instrument:
  - channel: A.6
  - model: BCS-905
  - serial number: 0729

System version: 3.0.0-9
System address: 10.128.128.50

Time /s,Step,Task,Cycle number,Loop 1 number,Loop 2 number,Loop 3 number,Loop 4 number,U /V,I /A,P /W,Q /Ah,Q charge /Ah,Q discharge /Ah,Capacity /Ah,Energy /Wh,Energy charge /Wh,Energy discharge /Wh,Temperature /CelsiusDegrees,I Range /A,Phase,Frequency /Hz,Ua /V,Ia /A,Impedance module /Ohms,Impedance phase /rad,Real impedance /Ohms,- Imaginary impedance /Ohms,Admittance module /Ohms,Admittance phase /rad,Real admittance /Ohms,Imaginary admittance /Ohms,@Var1,@Var2,@Var3,@Var4,@Var5,@Var6,@Var7,@Var8,@Var9,@Var10,Date Time /ns,Duration (step) /s,Umin (step) /V,Umax (step) /V,Umean (step) /V,Ubegin (step) /V,Uend (step) /V,Imin (step) /A,Imax (step) /A,Imean (step) /A,Ibegin (step) /A,Iend (step) /A,Q (step) /Ah,Q charge (step) /Ah,Q discharge (step) /Ah,Energy (step) /Wh,Energy charge (step) /Wh,Energy discharge (step) /Wh,Pmin (step) /W,Pmax (step) /W,Rdc (step) /Ohms,Rac (step) /Ohms,Counter value (loop),Loop ID (loop),List value (loop),Duration (loop) /s,Q (loop) /Ah,Q charge (loop) /Ah,Q discharge (loop) /Ah,Energy (loop) /Wh,Energy charge (loop) /Wh,Energy discharge (loop) /Wh,Duration (cycle) /s,Q (cycle) /Ah,Q charge (cycle) /Ah,Q discharge (cycle) /Ah,Efficiency (cycle) /none,Energy (cycle) /Wh,Energy charge (cycle) /Wh,Energy discharge (cycle) /Wh
34277.651,task_9,CC,29,,,9,,4.206204891204834,0.004271551966667175,0.0179670227752311,0.00019887104630470276,1.1865423251341174e-09,0.0,1.1865423251341174e-09,0.0011358375019497342,4.99084004938292e-09,0.0,,0.01,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.6509948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.653,task_9,CC,29,,,9,,4.830130577087402,0.004596265032887459,0.02220056027574735,0.00019887357950210572,3.723294968141191e-09,0.0,3.723294968141191e-09,0.0011358494228786893,1.6964099308501722e-08,0.0,,0.01,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.6529949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.66,task_10,CC,29,,,9,,1.947454810142517,-0.004295052960515022,-0.008364421547771839,0.0001988723874092102,0.0,1.1930703496748012e-09,1.1930703496748012e-09,0.0011358470386928982,0.0,2.3234504927434804e-09,,0.01,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.6599948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.662,task_10,CC,29,,,9,,1.4207745790481567,-0.004646846558898687,-0.006602121463620658,0.0001988698210981157,0.0,3.7566466441300385e-09,3.7566466441300385e-09,0.0011358431975046794,0.0,6.173564138912802e-09,,0.01,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.661995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.678,task_9,CC,30,,,10,,4.18258810043335,0.004278336185961962,0.017894518021057904,0.0001988710131910112,1.1884267476287075e-09,0.0,1.1884267476287075e-09,0.0011358482307857938,4.970699794486993e-09,0.0,,0.01,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.6779947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.681,task_9,CC,30,,,10,,4.963507175445557,0.004632110241800547,0.022991512422631866,0.0001988748378223843,5.0125628250599325e-09,0.0,5.0125628250599325e-09,0.001135866509543525,2.3255775482135102e-08,0.0,,0.01,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.6809947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.688,task_10,CC,30,,,10,,1.9893516302108765,-0.00429775845259428,-0.008549752783921005,0.0001988736457294888,0.0,1.1938218196721411e-09,1.1938218196721411e-09,0.0011358641253577338,0.0,2.3749314297876683e-09,,0.01,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.687995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34277.69,task_10,CC,30,,,10,,1.4595156908035278,-0.004641711711883545,-0.006774651075680538,0.0001988710794183943,0.0,3.755467837941574e-09,3.755467837941574e-09,0.0011358601517147489,0.0,6.326915556403239e-09,,0.01,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.6899948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21600.003,task_1,REST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758039777.003,21600.0,0.3718928098678589,0.39457765221595764,0.3912951350212097,0.37236151099205017,0.3891027569770813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
24064.478,task_3,CC,1,1,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758042241.478,2464.403076171875,0.4725870192050934,4.20001220703125,3.6554601192474365,0.4725870192050934,4.199962139129639,0.00023436736955773085,0.00023784236691426486,0.00023766221420373768,0.00023436736955773085,0.00023765141668263823,0.00016269319587283664,0.00016269319587283664,0.0,0.0005947185224956937,0.0005947185224956937,0.0,0.00011075897782575339,0.0009987271623685956,,,,,,,,,,,,,,,,,,,,
24610.308,task_4,CC,1,1,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758042787.308,545.8240356445312,2.3999643325805664,3.902043342590332,2.756605625152588,3.902043342590332,2.40000057220459,-0.00023754773428663611,-0.00023362769570667297,-0.00023741442419122905,-0.00023362769570667297,-0.0002374538453295827,-3.5996250808238983e-05,0.0,3.5996250808238983e-05,-9.922745327154796e-05,0.0,9.922745327154796e-05,-0.0009116253932006657,-0.0005695776781067252,,,,,,,,,,,,,,,,,,,,
25389.853,task_3,CC,2,2,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758043566.853,779.530029296875,2.707562208175659,4.199999809265137,3.941739320755005,2.707562208175659,4.199958801269531,0.00023488025180995464,0.00023784159566275775,0.00023765933292452246,0.00023488025180995464,0.00023765537480358034,5.1461830735206605e-05,5.1461830735206605e-05,0.0,0.0002028491265243954,0.0002028491265243954,0.0,0.0006359529215842485,0.0009986445074900985,,,,,,,,,,,,,,,,,,,,
25924.898,task_4,CC,2,2,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758044101.898,535.0390014648438,2.399965763092041,3.8957672119140625,2.740464687347412,3.8957672119140625,2.4000086784362793,-0.00023754773428663611,-0.00023363794025499374,-0.00023741392942611128,-0.00023363794025499374,-0.00023738440359011292,-3.528491904338201e-05,0.0,3.528491904338201e-05,-9.669702914026049e-05,0.0,9.669702914026049e-05,-0.0009101990144699812,-0.0005695725558325648,,,,,,,,,,,,,,,,,,,,
26610.119,task_3,CC,3,3,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758044787.119,685.2060546875,2.7186505794525146,4.200001239776611,3.961167335510254,2.7186505794525146,4.199939727783203,0.00023501280520576984,0.00023784159566275775,0.00023765815421938896,0.00023501280520576984,0.000237646687310189,4.523466858598921e-05,4.523466858598921e-05,0.0,0.0001791821089055803,0.0001791821089055803,0.0,0.0006389176705852151,0.00099868921097368,,,,,,,,,,,,,,,,,,,,
27121.749,task_4,CC,3,3,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758045298.749,511.6240234375,2.3999991416931152,3.8861966133117676,2.732867956161499,3.8861966133117676,2.4000415802001953,-0.0002375579933868721,-0.00023358587350230664,-0.00023741790209896863,-0.00023358587350230664,-0.00023741596669424325,-3.374130568570561e-05,0.0,3.374130568570561e-05,-9.221049646536509e-05,0.0,9.221049646536509e-05,-0.0009077606373466551,-0.0005695369909517467,,,,,,,,,,,,,,,,,,,,
27750.665,task_3,CC,4,4,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758045927.665,628.9010009765625,2.722853899002075,4.199999809265137,3.9755773544311523,2.722853899002075,4.199936866760254,0.0002349039277760312,0.00023784948280081153,0.00023765738296788186,0.0002349039277760312,0.00023765931837260723,4.151749114195506e-05,4.151749114195506e-05,0.0,0.00016505603988965352,0.00016505603988965352,0.0,0.0006396090611815453,0.0009985447395592928,,,,,,,,,,,,,,,,,,,,
28242.082,task_4,CC,4,4,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758046419.082,491.4110107421875,2.399989604949951,3.8819353580474854,2.730797290802002,3.8819353580474854,2.400033950805664,-0.00023755010624881834,-0.00023346513626165688,-0.00023741796030662954,-0.00023346513626165688,-0.00023744752979837358,-3.2408276779784095e-05,0.0,3.2408276779784095e-05,-8.850037223762936e-05,0.0,8.850037223762936e-05,-0.0009062965400516987,-0.0005695647560060024,,,,,,,,,,,,,,,,,,,,
28836.497,task_3,CC,5,5,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758047013.497,594.4000244140625,2.712014675140381,4.199999809265137,3.9828431606292725,2.712014675140381,4.199923992156982,0.00023492758919019252,0.00023784789664205164,0.0002376572956563905,0.00023492758919019252,0.00023766957747284323,3.9239861071109775e-05,3.9239861071109775e-05,0.0,0.00015628627604908415,0.00015628627604908415,0.0,0.000637127086520195,0.0009986177319660783,,,,,,,,,,,,,,,,,,,,
29314.939,task_4,CC,5,5,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758047491.939,478.43603515625,2.3999977111816406,3.8908400535583496,2.7371792793273926,3.8908400535583496,2.4000654220581055,-0.0002375658805249259,-0.00023348408285528421,-0.00023741797485854477,-0.00023348408285528421,-0.00023738124582450837,-3.1552587946256004e-05,0.0,3.1552587946256004e-05,-8.636500272485945e-05,0.0,8.636500272485945e-05,-0.0009084492339752614,-0.000569575116969645,,,,,,,,,,,,,,,,,,,,
29885.056,task_3,CC,6,6,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758048062.056,570.10205078125,2.714054822921753,4.199999809265137,3.990602731704712,2.714054822921753,4.19996976852417,0.00023490785679314286,0.00023784473887644708,0.00023765749938320369,0.00023490785679314286,0.0002377066557528451,3.763584213124381e-05,3.763584213124381e-05,0.0,0.0001501897308561537,0.0001501897308561537,0.0,0.0006375528173521161,0.0009986506775021553,,,,,,,,,,,,,,,,,,,,
30354.684,task_4,CC,6,6,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758048531.684,469.62200927734375,2.399991035461426,3.8874573707580566,2.736785650253296,3.8874573707580566,2.400005340576172,-0.00023756509472150356,-0.0002335069584660232,-0.00023741921177133918,-0.0002335069584660232,-0.00023742622579447925,-3.0971469564570324e-05,0.0,3.0971469564570324e-05,-8.476225866211785e-05,0.0,8.476225866211785e-05,-0.0009077483555302024,-0.0005696018342860043,,,,,,,,,,,,,,,,,,,,
30906.233,task_3,CC,7,7,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758049083.233,551.5339965820312,2.7155866622924805,4.20001220703125,3.9968953132629395,2.7155866622924805,4.199982643127441,0.00023489682644139975,0.00023784473887644708,0.00023765690275467932,0.00023489682644139975,0.00023764510115142912,3.640996085272895e-05,3.640996085272895e-05,0.0,0.00014552682638168334,0.00014552682638168334,0.0,0.0006378826801665127,0.0009988629026338458,,,,,,,,,,,,,,,,,,,,
31367.572,task_4,CC,7,7,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758049544.572,461.3330078125,2.3999879360198975,3.884129762649536,2.736513137817383,3.884129762649536,2.4000401496887207,-0.00023756036534905434,-0.00023339490871876478,-0.00023741739278193563,-0.00023339490871876478,-0.00023737494484521449,-3.042457832230462e-05,0.0,3.042457832230462e-05,-8.325721654627059e-05,0.0,8.325721654627059e-05,-0.0009065361227840185,-0.0005695461295545101,,,,,,,,,,,,,,,,,,,,
31903.262,task_3,CC,8,8,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758050080.262,535.675048828125,2.717615842819214,4.200018882751465,4.002574920654297,2.717615842819214,4.199976444244385,0.00023491891624871641,0.00023784159566275775,0.00023765536025166512,0.00023491891624871641,0.00023766563390381634,3.536279002825419e-05,3.536279002825419e-05,0.0,0.00014154225587844848,0.00014154225587844848,0.0,0.0006384193548001349,0.0009988074889406562,,,,,,,,,,,,,,,,,,,,
32357.152,task_4,CC,8,8,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758050534.152,453.884033203125,2.3999991416931152,3.880330801010132,2.7360575199127197,3.880330801010132,2.4000163078308105,-0.00023755719303153455,-0.00023336887534242123,-0.00023742094344925135,-0.00023336887534242123,-0.00023747750674374402,-2.993377132548226e-05,0.0,2.993377132548226e-05,-8.190044926272499e-05,0.0,8.190044926272499e-05,-0.0009055484551936388,-0.0005695338477380574,,,,,,,,,,,,,,,,,,,,
32879.075,task_3,CC,9,9,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758051056.075,521.9080200195312,2.7195262908935547,4.200018882751465,4.0075860023498535,2.7195262908935547,4.199949264526367,0.00023481396783608943,0.00023784080985933542,0.00023765517107676715,0.00023481396783608943,0.00023771928681526333,3.4453926814926994e-05,3.4453926814926994e-05,0.0,0.0001380771067407396,0.0001380771067407396,0.0,0.000638582743704319,0.0009987294906750321,,,,,,,,,,,,,,,,,,,,
33325.421,task_4,CC,9,9,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758051502.421,446.34002685546875,2.399989604949951,3.8771262168884277,2.735442876815796,3.8771262168884277,2.4000132083892822,-0.00023755563597660512,-0.0002334012242499739,-0.00023741928453091532,-0.0002334012242499739,-0.00023744910140521824,-2.9436035288704766e-05,0.0,2.9436035288704766e-05,-8.052055206563738e-05,0.0,8.052055206563738e-05,-0.0009049259824678302,-0.0005695103900507092,,,,,,,,,,,,,,,,,,,,
33835.572,task_3,CC,10,10,,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052012.572,510.1360168457031,2.7214243412017822,4.199999809265137,4.012297630310059,2.7214243412017822,4.1999969482421875,0.00023493231856264174,0.00023783922370057553,0.00023765691730659455,0.00023493231856264174,0.00023769403924234211,3.367704235845142e-05,3.367704235845142e-05,0.0,0.00013512233893076578,0.00013512233893076578,0.0,0.0006393505027517676,0.0009986682562157512,,,,,,,,,,,,,,,,,,,,
34277.053,task_4,CC,10,10,,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.053,441.4750061035156,2.3999946117401123,3.8737547397613525,2.73415207862854,3.8737547397613525,2.4000415802001953,-0.00023756036534905434,-0.0002333223237656057,-0.0002374207106186077,-0.0002333223237656057,-0.00023746804799884558,-2.9115364369418886e-05,0.0,2.9115364369418886e-05,-7.960581945048438e-05,0.0,7.960581945048438e-05,-0.0009038334828801453,-0.0005696048610843718,,,,,,,,,,,,,,,,,,,,
34277.102,task_6,CC,11,,1,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.102,0.027000000700354576,3.3267011642456055,4.239880084991455,3.9708099365234375,3.3267011642456055,4.239880084991455,0.0020959607791155577,0.002364279003813863,0.002342291409149766,0.0020959607791155577,0.002363931853324175,1.756718524524735e-08,1.756718524524735e-08,0.0,6.98232421806703e-08,6.98232421806703e-08,0.0,0.006972635164856911,0.010022787377238274,,,,,,,,,,,,,,,,,,,,
34277.112,task_7,CC,11,,1,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.112,0.004000000189989805,2.094636917114258,2.495652198791504,2.2610957622528076,2.495652198791504,2.094636917114258,-0.0023168071638792753,-0.0021220094058662653,-0.002253230195492506,-0.0021220094058662653,-0.0023168071638792753,-2.5035893082127184e-09,0.0,2.5035893082127184e-09,-5.648248083566108e-09,0.0,5.648248083566108e-09,-0.005295797251164913,-0.004852870013564825,,,,,,,,,,,,,,,,,,,,
34277.139,task_6,CC,12,,2,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.139,0.012000000104308128,3.544161558151245,4.269872665405273,4.045375823974609,3.544161558151245,4.269872665405273,0.0020982485730201006,0.0023587020114064217,0.0023139514960348606,0.0020982485730201006,0.0023587020114064217,7.71317142304421e-09,7.71317142304421e-09,0.0,3.124761456597803e-08,3.124761456597803e-08,0.0,0.007436532061547041,0.010071356780827045,,,,,,,,,,,,,,,,,,,,
34277.149,task_7,CC,12,,2,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.149,0.004000000189989805,2.1083219051361084,2.519787073135376,2.2782106399536133,2.519787073135376,2.1083219051361084,-0.002318337559700012,-0.0021151623222976923,-0.002250875346362591,-0.0021151623222976923,-0.002318337559700012,-2.500972742483201e-09,0.0,2.500972742483201e-09,-5.6842357783655945e-09,0.0,5.6842357783655945e-09,-0.005329758860170841,-0.004887802060693502,,,,,,,,,,,,,,,,,,,,
34277.174,task_6,CC,13,,3,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.174,0.010000000707805157,3.575850248336792,4.282464981079102,4.0512590408325195,3.575850248336792,4.282464981079102,0.0020945724099874496,0.0023541422560811043,0.002302468055859208,0.0020945724099874496,0.0023541422560811043,6.395745104883746e-09,6.395745104883746e-09,0.0,2.5951824985289324e-08,2.5951824985289324e-08,0.0,0.007489877287298441,0.01008153147995472,,,,,,,,,,,,,,,,,,,,
34277.184,task_7,CC,13,,3,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.184,0.004000000189989805,2.114025592803955,2.5325965881347656,2.2862963676452637,2.5325965881347656,2.114025592803955,-0.002318645128980279,-0.0021110051311552525,-0.0022494159638881683,-0.0021110051311552525,-0.002318645128980279,-2.4993513155398737e-09,0.0,2.4993513155398737e-09,-5.700193368183035e-09,0.0,5.700193368183035e-09,-0.005346324294805527,-0.004901675041764975,,,,,,,,,,,,,,,,,,,,
34277.208,task_6,CC,14,,4,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.208,0.009000000543892384,3.5939722061157227,4.288706302642822,4.053524494171143,3.5939722061157227,4.288706302642822,0.0020926634315401316,0.0023501981049776077,0.002295552985742688,0.0020926634315401316,0.0023501981049776077,5.738882767521621e-09,5.738882767521621e-09,0.0,2.3301185542044955e-08,2.3301185542044955e-08,0.0,0.007520974148064852,0.010079309344291687,,,,,,,,,,,,,,,,,,,,
34277.218,task_7,CC,14,,4,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.218,0.004000000189989805,2.116912841796875,2.540696620941162,2.291060209274292,2.540696620941162,2.116912841796875,-0.0023194735404103994,-0.0021076523698866367,-0.0022478720638900995,-0.0021076523698866367,-0.0023194735404103994,-2.4976356548399458e-09,0.0,2.4976356548399458e-09,-5.707726005413052e-09,0.0,5.707726005413052e-09,-0.0053549050353467464,-0.004910123534500599,,,,,,,,,,,,,,,,,,,,
34277.242,task_6,CC,15,,5,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.242,0.009000000543892384,3.6063952445983887,4.313093185424805,4.073137283325195,3.6063952445983887,4.313093185424805,0.0020906676072627306,0.0023498274385929108,0.0022942847572267056,0.0020906676072627306,0.0023498274385929108,5.7357121679362735e-09,5.7357121679362735e-09,0.0,2.340172917077628e-08,2.340172917077628e-08,0.0,0.00753977382555604,0.010135024785995483,,,,,,,,,,,,,,,,,,,,
34277.252,task_7,CC,15,,5,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.252,0.004000000189989805,2.1284587383270264,2.5561583042144775,2.304147481918335,2.5561583042144775,2.1284587383270264,-0.0023186292964965105,-0.002105609280988574,-0.0022468010429292917,-0.002105609280988574,-0.0023186292964965105,-2.496445732605126e-09,0.0,2.496445732605126e-09,-5.7374447553431515e-09,0.0,5.7374447553431515e-09,-0.00538227055221796,-0.004935106728225946,,,,,,,,,,,,,,,,,,,,
34277.275,task_6,CC,16,,6,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.275,0.00800000037997961,3.622093677520752,4.30424690246582,4.064485549926758,3.622093677520752,4.30424690246582,0.0020880643278360367,0.0023453703615814447,0.002286158502101898,0.0020880643278360367,0.0023453703615814447,5.080352517931412e-09,5.080352517931412e-09,0.0,2.0685048285587172e-08,2.0685048285587172e-08,0.0,0.007563164457678795,0.010095053352415562,,,,,,,,,,,,,,,,,,,,
34277.285,task_7,CC,16,,6,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.285,0.004000000189989805,2.1251044273376465,2.556035280227661,2.3016717433929443,2.556035280227661,2.1251044273376465,-0.002319220919162035,-0.0021030770149081945,-0.0022461481858044863,-0.0021030770149081945,-0.002319220919162035,-2.495720410580462e-09,0.0,2.495720410580462e-09,-5.7292466711563366e-09,0.0,5.7292466711563366e-09,-0.00537553895264864,-0.0049285865388810635,,,,,,,,,,,,,,,,,,,,
34277.308,task_6,CC,17,,7,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.308,0.00800000037997961,3.627399444580078,4.31740665435791,4.074123382568359,3.627399444580078,4.31740665435791,0.002087583299726248,0.0023436900228261948,0.0022850672248750925,0.002087583299726248,0.0023436900228261948,5.077927198726684e-09,5.077927198726684e-09,0.0,2.072443749057129e-08,2.072443749057129e-08,0.0,0.0075724986381828785,0.010118663311004639,,,,,,,,,,,,,,,,,,,,
34277.318,task_7,CC,17,,7,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.318,0.004000000189989805,2.130749464035034,2.5649778842926025,2.308645248413086,2.5649778842926025,2.130749464035034,-0.002318771556019783,-0.002101239049807191,-0.002245481824502349,-0.002101239049807191,-0.002318771556019783,-2.4949799303107688e-09,0.0,2.4949799303107688e-09,-5.744705554712305e-09,0.0,5.744705554712305e-09,-0.005389631725847721,-0.004940721206367016,,,,,,,,,,,,,,,,,,,,
34277.341,task_6,CC,18,,8,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.341,0.00800000037997961,3.6368045806884766,4.332925319671631,4.087339878082275,3.6368045806884766,4.332925319671631,0.0020859818905591965,0.00234419503249228,0.002284272341057658,0.0020859818905591965,0.00234419503249228,5.076160757905907e-09,5.076160757905907e-09,0.0,2.0784965373523946e-08,2.0784965373523946e-08,0.0,0.007586308289319277,0.010157221928238869,,,,,,,,,,,,,,,,,,,,
34277.351,task_7,CC,18,,8,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.351,0.004000000189989805,2.1380245685577393,2.5748023986816406,2.3169949054718018,2.5748023986816406,2.1380245685577393,-0.0023187161423265934,-0.002099330071359873,-0.0022443931084126234,-0.002099330071359873,-0.0023187161423265934,-2.493770302357411e-09,0.0,2.493770302357411e-09,-5.7625316508670545e-09,0.0,5.7625316508670545e-09,-0.005405359901487827,-0.00495747197419405,,,,,,,,,,,,,,,,,,,,
34277.374,task_6,CC,19,,9,,,,,,,,,,,,,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.374,0.00800000037997961,3.6471683979034424,4.349067211151123,4.101329803466797,3.6471683979034424,4.349067211151123,0.002085043117403984,0.002344510518014431,0.0022837871219962835,0.002085043117403984,0.002344510518014431,5.075082501409472e-09,5.075082501409472e-09,0.0,2.0851954711057867e-08,2.0851954711057867e-08,0.0,0.007604503538459539,0.010196433402597904,,,,,,,,,,,,,,,,,,,,
34277.384,task_7,CC,19,,9,,,,,,,,,,,,,,,DISCHARGE,,,,,,,,,,,,,,,,,,,,,,1758052454.384,0.004000000189989805,2.1456210613250732,2.584866762161255,2.3255653381347656,2.584866762161255,2.1456210613250732,-0.0023190081119537354,-0.0020978706888854504,-0.0022438920568674803,-0.0020978706888854504,-0.0023190081119537354,-2.4932134894899922e-09,0.0,2.4932134894899922e-09,-5.782411183948473e-09,0.0,5.782411183948473e-09,-0.005422716028988361,-0.004975712858140469,,,,,,,,,,,,,,,,,,,,
